JobId,SessionId,Status,Reason,Created,Completed,Program,Name,Service,Instance,Tags,Usage (seconds)
cq0a0z3hbttg008j6vy0,cq06xjedhsd0008e55jg,Completed,,2024-02-05T08:46:53.085411Z,2024-02-05T09:05:32.751Z,estimator,,ibm_quebec,pinq-quebec-hub/qai-quantum-algo/default,,80
cq09qwq28rp0008a45bg,cq06xjedhsd0008e55jg,Completed,,2024-02-05T08:27:31.007712Z,2024-02-05T08:46:50.367Z,estimator,,ibm_quebec,pinq-quebec-hub/qai-quantum-algo/default,,80
cq09f3cph3s0008fmzvg,cq06xjedhsd0008e55jg,Completed,,2024-02-05T08:08:45.582177Z,2024-02-05T08:27:24.838Z,estimator,,ibm_quebec,pinq-quebec-hub/qai-quantum-algo/default,,81
cq09658hbttg008j6t20,cq06xjedhsd0008e55jg,Completed,,2024-02-05T07:49:41.261747Z,2024-02-05T08:08:41.861Z,estimator,,ibm_quebec,pinq-quebec-hub/qai-quantum-algo/default,,80
cq0958d7z1hg008gccxg,cq06xjedhsd0008e55jg,Completed,,2024-02-05T07:47:45.313297Z,2024-02-05T07:49:35.429Z,estimator,,ibm_quebec,pinq-quebec-hub/qai-quantum-algo/default,,80
cq094chph3s0008fmz30,cq06xjedhsd0008e55jg,Completed,,2024-02-05T07:45:54.297069Z,2024-02-05T07:47:43.155Z,estimator,,ibm_quebec,pinq-quebec-hub/qai-quantum-algo/default,,80
cq093gpph3s0008fmz2g,cq06xjedhsd0008e55jg,Completed,,2024-02-05T07:44:03.002646Z,2024-02-05T07:45:52.403Z,estimator,,ibm_quebec,pinq-quebec-hub/qai-quantum-algo/default,,80
cq092mj7z1hg008gccw0,cq06xjedhsd0008e55jg,Completed,,2024-02-05T07:42:10.816751Z,2024-02-05T07:44:00.502Z,estimator,,ibm_quebec,pinq-quebec-hub/qai-quantum-algo/default,,80
cq091pyhbttg008j6sx0,cq06xjedhsd0008e55jg,Completed,,2024-02-05T07:40:11.324704Z,2024-02-05T07:42:08.608Z,estimator,,ibm_quebec,pinq-quebec-hub/qai-quantum-algo/default,,80
cq090tvhbttg008j6sw0,cq06xjedhsd0008e55jg,Completed,,2024-02-05T07:38:19.84527Z,2024-02-05T07:40:09.106Z,estimator,,ibm_quebec,pinq-quebec-hub/qai-quantum-algo/default,,80
cq08zy77z1hg008gccsg,cq06xjedhsd0008e55jg,Completed,,2024-02-05T07:36:25.46609Z,2024-02-05T07:38:16.104Z,estimator,,ibm_quebec,pinq-quebec-hub/qai-quantum-algo/default,,80
cq08z1md7we00088w4sg,cq06xjedhsd0008e55jg,Completed,,2024-02-05T07:34:30.495444Z,2024-02-05T07:36:21.087Z,estimator,,ibm_quebec,pinq-quebec-hub/qai-quantum-algo/default,,80
cq08y5rph3s0008fmyt0,cq06xjedhsd0008e55jg,Completed,,2024-02-05T07:32:39.208089Z,2024-02-05T07:34:27.95Z,estimator,,ibm_quebec,pinq-quebec-hub/qai-quantum-algo/default,,80
cq08x95d7we00088w4q0,cq06xjedhsd0008e55jg,Completed,,2024-02-05T07:30:44.351963Z,2024-02-05T07:32:34.869Z,estimator,,ibm_quebec,pinq-quebec-hub/qai-quantum-algo/default,,80
cq08wc1d7we00088w4eg,cq06xjedhsd0008e55jg,Completed,,2024-02-05T07:28:48.627478Z,2024-02-05T07:30:39.401Z,estimator,,ibm_quebec,pinq-quebec-hub/qai-quantum-algo/default,,80
cq06xjedhsd0008e55jg,cq06xjedhsd0008e55jg,Completed,,2024-02-05T05:14:49.620924Z,2024-02-05T07:28:46.358Z,estimator,,ibm_quebec,pinq-quebec-hub/qai-quantum-algo/default,,80
